0.85,16,0.76823,0.49379,0.24691,0.85,16,0.87345,0.66798,0.17679
0.85,17,0.76823,0.49379,0.24691,0.85,17,0.87306,0.66667,0.17705
0.9,1,0.78324,0.44314,0.30864,0.9,1,0.87274,0.6627,0.17753
0.9,2,0.78324,0.44314,0.30864,0.9,2,0.87241,0.66123,0.178
0.9,3,0.78324,0.44314,0.30864,0.9,3,0.87209,0.66056,0.17848
0.9,4,0.78324,0.44314,0.30864,0.9,4,0.87177,0.66044,0.17895
0.9,5,0.78324,0.44314,0.30864,0.9,5,0.87145,0.65734,0.17941
0.9,6,0.78324,0.44314,0.30864,0.9,6,0.87113,0.6568,0.17988
0.9,7,0.78324,0.44314,0.30864,0.9,7,0.87082,0.65666,0.18034
0.9,8,0.78324,0.44314,0.30864,0.9,8,0.87051,0.65484,0.18079
0.9,9,0.78324,0.44314,0.30864,0.9,9,0.8702,0.65439,0.18125
0.9,10,0.78324,0.44314,0.30864,0.9,10,0.86989,0.65439,0.1817
0.9,11,0.78324,0.44314,0.30864,0.9,11,0.86959,0.65438,0.18214
0.9,12,0.78324,0.44314,0.30864,0.9,12,0.86928,0.65419,0.18259
0.9,13,0.78324,0.44314,0.30864,0.9,13,0.86898,0.65353,0.18303
0.9,14,0.78324,0.44314,0.30864,0.9,14,0.86868,0.65196,0.18346
0.9,15,0.78324,0.44314,0.30864,0.9,15,0.86839,0.65196,0.1839
0.9,16,0.78324,0.44314,0.30864,0.9,16,0.86809,0.64911,0.18433
0.9,17,0.78324,0.44314,0.30864,0.9,17,0.8678,0.64889,0.18476
0.95,1,0.79918,0.44314,0.34568,0.95,1,0.86756,0.64686,0.18531
0.95,2,0.79918,0.44314,0.34568,0.95,2,0.86733,0.64385,0.18586
0.95,3,0.79918,0.44314,0.34568,0.95,3,0.8671,0.64335,0.18641
0.95,4,0.79918,0.44314,0.34568,0.95,4,0.86687,0.64332,0.18695
0.95,5,0.79918,0.44314,0.34568,0.95,5,0.86664,0.64258,0.18749
0.95,6,0.79918,0.44314,0.34568,0.95,6,0.86641,0.63888,0.18802
0.95,7,0.79918,0.44314,0.34568,0.95,7,0.86618,0.63871,0.18855
0.95,8,0.79918,0.44314,0.34568,0.95,8,0.86596,0.63859,0.18908
0.95,9,0.79918,0.44314,0.34568,0.95,9,0.86573,0.63859,0.1896
0.95,10,0.79918,0.44314,0.34568,0.95,10,0.86551,0.63793,0.19012
0.95,11,0.79918,0.44314,0.34568,0.95,11,0.86529,0.6374,0.19064
0.95,12,0.79918,0.44314,0.34568,0.95,12,0.86507,0.63679,0.19115
